title,date,author,type,fulltext,url
Nein zu einem Wirtschaftskrieg gegen China,28. Mai 2020,Sevim Dagdelen,Pressemitteilung,"„Die vom US-Kongress verabschiedeten Strafmaßnahmen gegen China sind kein konstruktiver Beitrag zur Verteidigung der Menschenrechte. Sie befeuern den von Präsident Donald Trump beschworenen Wirtschaftskrieg gegen die Volksrepublik. Statt einer Politik der Eskalation braucht es eine Politik des Dialogs und ein Ende einseitiger völkerrechtswidriger Sanktionen, die Geist und Buchstaben der UN-Charta zuwiderlaufen“, erklärt Sevim Dagdelen, Außenpolitikerin der Fraktion DIE LINKE und Obfrau im Auswärtigen Ausschuss. Dagdelen weiter:„Die Bundesregierung darf sich in einem Handelskrieg nicht an die Seite der aggressiven US-Außenpolitik zwingen lassen und sollte den EU-China-Gipfel in Leipzig im September als wichtige Dialogchance auf Ebene der Staats- und Regierungschefs nutzen. Mit ihren Forderungen nach Absage des EU-China-Gipfels lassen FDP und Bündnis 90/Die Grünen eine unheimliche Nähe zur antichinesischen Konfrontationspolitik Trumps erkennen. Statt zunehmender Konfrontation brauchen wir einen Ausbau der Beziehungen zu China, gerade auch mit Blick auf die Bekämpfung der Corona-Pandemie, des Klimawandels und bei der internationalen Abrüstung.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/nein-zu-einem-wirtschaftskrieg-gegen-china/
Bund muss für DDR-Sonderrenten zahlen,27. Mai 2020,Matthias Höhn,Pressemitteilung,"„Die Übernahme der Aufwendungen für alle DDR-Renten durch den Bund ist längst fällig. Im Koalitionsvertrag haben dies CDU und SPD verankert, jetzt muss auch gehandelt werden“, erklärt Matthias Höhn, Beauftragter für Ostdeutschland der Fraktion DIE LINKE, zur Forderung der ostdeutschen Ministerpräsidenten, der Bund solle für DDR-Sonderrenten zahlen. Höhn weiter:„Das jetzige Angebot des Finanzministers, den Anteil des Bundes zu erhöhen, ist also kein Krisen-Geschenk, sondern eine Selbstverpflichtung der Bundesregierung. Diese muss eingelöst werden, und zwar mit einer vollständigen Entlastung der ostdeutschen Länder. Damit können auch kommende Kostensteigerungen und die notwendige Ausweitung der Berechtigten verlässlich durch den Bund finanziert werden. Lediglich zehn Prozent, wie jetzt im Gespräch, wären zu wenig für zu viel Bedarf in dieser Sache. Die Übereinstimmung der Ost-Ministerpräsidenten in dieser Frage unterstreicht das eindringlich, der Bundesrat bildet diese Forderung ebenso seit langem ab.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/bund-muss-fuer-ddr-sonderrenten-zahlen/
Lehrkräftemangel beheben – Gute Bildung sichern,27. Mai 2020,Nicole Gohlke,Pressemitteilung,"„Die Folgen der Covid-19-Pandemie übersteigen die Belastungsgrenzen von Schulen und Lehrkräften bei weitem. Desinfektionsmittel und Räumlichkeiten fehlen, die schleppende Digitalisierung endet oft am Kopierer, und es gibt viel zu wenige Lehrerinnen und Lehrer“, erklärt Nicole Gohlke, hochschul- und wissenschaftspolitische Sprecherin der Fraktion DIE LINKE. Sie fährt fort:„Die Corona-Krise verdeutlicht, wie sehr in den letzten Jahren an unserem Bildungssystem gespart wurde. Wenn Lehrerinnen und Lehrer aus der Pensionierung zurückgeholt werden sollen, weil an allen Enden Personal fehlt, ist das mehr als unwürdig. Das Bundesbildungsministerium und vor allem Landesregierungen unter Union-Beteiligung haben diesen fatalen Kurs sehenden Auges über Jahre eingeschlagen.Mit dem Antrag ‚Lehrkräftemangel beheben - Gute Bildung sichern‘, den die Linksfraktion am Donnerstag im Bundestag einbringt, können wir den Weg für eine Lehramts-Offensive an den Hochschulen ebnen. Pro Jahr sollen 10.000 zusätzliche Lehrkräfte ausgebildet werden. Und wir fordern, die Digitalisierung der Schule bereits in der didaktischen Ausbildung zu stärken. DIE LINKE will gute Bildung für alle, und dafür müssen wir spätestens jetzt die Weichen stellen.“ Antrag: dipbt.bundestag.de/doc/btd/19/194/1919483.pdf",https://www.linksfraktion.de/presse/pressemitteilungen/detail/lehrkraeftemangel-beheben-gute-bildung-sichern/
"Menschen in Venezuela helfen, Blockade und Sanktionen beenden",27. Mai 2020,Heike Hänsel,Pressemitteilung,"„Es ist zu begrüßen, dass EU-Mitgliedsstaaten für Flüchtlinge der Wirtschaftskrise in Venezuela in den Nachbarländern Hilfen in Höhe von 2,5 Milliarden Euro zur Verfügung gestellt haben. Zugleich ignorieren die Geberstaaten aber die Wirtschaftssanktionen und die destabilisierende Regime-Change-Politik der USA als verschärfende Ursachen der Krise“, sagt Heike Hänsel, stellvertretende Vorsitzende der Fraktion DIE LINKE. Hänsel weiter:„Es ist unbestreitbar, dass die Migration aus Venezuela Ausdruck der heftigen wirtschaftlichen und politischen Krise ist. Aber diese Krise wird auch durch eine illegale Blockade der USA mit gezielten Sektor- und Sekundärsanktionen massiv befördert. Viele EU-Staaten, darunter Deutschland, unterstützen diese Politik durch die völkerrechtswidrige Anerkennung einer selbsternannten Gegenregierung.Nicht nur die Flüchtlinge aus Venezuela brauchen Hilfe, sondern die gesamte Bevölkerung Venezuelas. Deshalb müssen die Wirtschaftssanktionen, so wie von UN-Generalsekretär Guterres gefordert, sofort beendet werden, erst recht unter Pandemie-Bedingungen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/menschen-in-venezuela-helfen-blockade-und-sanktionen-beenden/
Ratspräsidentschaft für Paradigmenwechsel in der EU nutzen,27. Mai 2020,Andrej Hunko,Pressemitteilung,"„Die Bundesregierung muss die EU-Ratspräsidentschaft nutzen, um einen überfälligen Paradigmenwechsel auf EU-Ebene einzuleiten“, erklärt Andrej Hunko, stellvertretender Vorsitzender und europapolitischer Sprecher der Fraktion DIE LINKE, anlässlich der heutigen Videokonferenz von Bundeskanzlerin Angela Merkel mit dem Präsidenten des Europäischen Parlaments, David Sassoli. Hunko weiter:„In der Corona-Krise zeigen sich die Fehler der neoliberalen Prägung der bisherigen EU-Integration in aller Deutlichkeit. Auf Profit getrimmte Gesundheitssysteme, unsoziale Austeritätspolitik und Shareholder Value statt Gemeinwohlorientierung haben vielerorts schlechte Voraussetzungen für den Umgang mit der Pandemie geschaffen. Es ist beschämend, dass EU-Militarisierungsprojekte wie PESCO vorangetrieben wurden, aber etwa der wichtige EU-Zivilschutz vernachlässigt wurde. Er versagte angesichts Corona völlig. Die Klimakrise bleibt die größte Herausforderung und lässt sich nicht mit neoliberalen Rezepten lösen.Die Konstruktionsfehler von EU und Euro müssen endlich korrigiert werden. Hierfür muss die Bundesregierung das marktradikale Dogma überwinden und auf solidarische Kooperation statt allein auf Wettbewerb setzen. Während der Ratspräsidentschaft könnte sie dafür sinnvolle Impulse setzen.Die Aussetzung des Stabilitäts- und Wachstumspakts ist ein Anfang. Das Verbot der Staatsfinanzierung durch die EZB muss überwunden werden, um die Grundlage für einen sozialen und ökologischen Neuanfang zu legen. Eine EU-weit koordinierte Vermögensabgabe für Superreiche wäre die richtige Antwort auf die Frage, wer für die Krise zahlt. Überfällig ist auch der Beitritt der EU zur Europäischen Menschrechtskonvention (EMRK). 2009 hat sie sich dazu verpflichtet. Die Bundesregierung muss hier ihren Lippenbekenntnissen Taten folgen lassen, auch angesichts des Ratsvorsitzes Deutschlands im Ministerkomitee des Europarates ab November.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/ratspraesidentschaft-fuer-paradigmenwechsel-in-der-eu-nutzen/
US-Botschafter Grenell zur unerwünschten Person erklären,27. Mai 2020,Sevim Dagdelen,Pressemitteilung,"„Wer wie Richard Grenell Russland nach Gutsherrenart als ‚Bestie‘ bezeichnet, bläst zur Jagd und kann nicht weiter diplomatischen Status für sich beanspruchen. Das Kriegsgeheul des US-Botschafters ist ein Angriff auf die Diplomatie und die demokratische Souveränität Deutschlands. Die Bundesregierung muss den US-Diplomaten zur unerwünschten Person erklären, auch wenn er glücklicherweise aus seinem Amt in Berlin scheidet"", erklärt Sevim Dagdelen, Außenpolitikerin der Fraktion DIE LINKE und Obfrau im Auswärtigen Ausschuss, anlässlich der Drohungen Grenells mit völkerrechtswidrigen Wirtschaftssanktionen zur Verhinderung des russisch-deutschen Pipelineprojekts „Nord Stream 2“. Dagdelen weiter:„Wer wie Grenell nur die Sprache der Gewalt, des Rassismus und der Drohungen zu kennen scheint, der kann nicht weiter als Botschafter im Geltungsbereich des Grundgesetzes tätig sein. Seine Kriegsrhetorik ist ein Verstoß gegen das Wiener Übereinkommen über diplomatische Beziehungen und muss Konsequenzen haben. Die Bundesregierung muss offiziell gegen Grenells Auftreten protestieren und den US-Geschäftsträger einbestellen.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/us-botschafter-grenell-zur-unerwuenschten-person-erklaeren/
DIE LINKE fordert eine Fahrradprämie,26. Mai 2020,Andreas Wagner,Pressemitteilung,"„Wir brauchen einen Strauß an verschiedenen Maßnahmen, damit alle auch während der Corona-Pandemie sicher unterwegs sind“, erklärt Andreas Wagner, Sprecher für ÖPNV und Fahrradmobilität der Fraktion DIE LINKE und Obmann im Verkehrsausschuss, mit Blick auf die heute beschlossene Forderung seiner Fraktion nach einer Fahrradprämie von 200 Euro als Zuschuss zur Finanzierung von Wartung und Reparatur (einschließlich Ersatzteile) von Fahrrädern, E-Bikes, Lastenrädern, Fahrradanhängern sowie deren Ersatz- und Neubeschaffung. Die Bundesregierung soll hierzu ein Förderprogramm in Höhe von 300 Millionen Euro auflegen. Andreas Wagner weiter:„Mit einer Fahrradprämie wollen wir für diejenigen, die Busse und Bahnen wegen des Ansteckungsrisikos derzeit nicht nutzen wollen, einen Anreiz für einen Umstieg aufs Fahrrad geben. Je mehr Menschen das Rad nutzen, desto leichter wird es, in Bus und Bahn den Mindestabstand von 1,50 Metern zueinander einzuhalten.Gleichzeitig brauchen wir einen Rettungsschirm für den Öffentlichen Personennahverkehr (ÖPNV) und einen Ausbau der Fahrradinfrastruktur. Von einer Fahrradprämie haben auch diejenigen etwas, die sich ein Auto nicht leisten können oder keine Fahrerlaubnis haben und klimafreundlich unterwegs sein wollen. Außerdem sind damit positive Effekte auf die heimische Fahrradwirtschaft zu erwarten.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/die-linke-fordert-eine-fahrradpraemie/
Gemeinwohlorientierter Gesundheitsdatenschutz statt Spahns Mogelpackung,26. Mai 2020,Achim Kessler,Pressemitteilung,"„Die Covid-19-Pandemie wird von Gesundheitsminister Spahn genutzt, um die Akzeptanz für das massenhafte Abfischen von Gesundheitsdaten in der Bevölkerung zu erhöhen. Statt einer Verbesserung der Mindeststandards für den Datenschutz, die angesichts des durch die Krise ausgelösten Booms digitaler Anwendungen wie Telemedizin und Gesundheits-Apps bitter nötig wäre, droht deren weitere Aushöhlung. Wir brauchen endlich ein weitrechendes Datenschutzkonzept, dass das Patienteninteresse voranstellt. Die geltende Delikthaftung muss durch eine Gefährdungshaftung für alle Telematik-Anwendungen ersetzt werden. Nur so kann garantiert werden, dass die Folgen von Datenmissbrauch nicht auf die Versicherten abgewälzt werden“, erklärt Achim Kessler, gesundheitspolitischer Sprecher der Fraktion DIE LINKE. im Bundestag, mit Blick auf die öffentliche Anhörung zum Patientendaten-Schutz-Gesetz im Gesundheitsausschuss am 27. Mai. Kessler weiter:„Der Name Patientendaten-Schutz-Gesetz ist irreführend, denn der Gesetzesentwurf sieht vor, eben diesen Schutz durch die Freigabe von Daten der elektronischen Patientenakte (ePA) für wissenschaftliche Forschungszwecke zu konterkarieren. Das Netzwerk Datenschutzexpertise kommt zu dem Schluss, dass Betroffene zu Recht der Nutzung ihrer Daten gegenüber skeptisch sein sollten, da keine Garantien zumSchutz ihrer Daten vorgesehen sind. Die Forschungsdatenregelung verstoße gegen europäisches Verfassungsrecht und die Datenschutzgrundverordnung (DSGVO). Mit dem Gesetzesentwurf wird zudem, wie der Chaos Computer Club (CCC) in seiner Stellungnahme anmerkt, auf ein unsicheres Verfahren von Zugangsberechtigungen zur Telematikinfrastruktur gesetzt. Auch der Bundesdatenschutzbeauftragte attestiert dem Gesetzesentwurf schwerwiegende datenschutzrechtliche Mängel.Da DIE LINKE die organisierte Verantwortungslosigkeit gegenüber den Versicherten und die gesetzlich vorgesehene Wirtschaftsförderung privater IT-Konzerne nicht mittragen wird, haben wir selbst zwei Anträge in den Bundestag eingebracht, ‚Patienteninteresse voranstellen und gemeinwohlorientierten Gesundheitsdatenschutz einführen‘ (BT-Drs. 19/18944) und ‚Elektronisches Rezept freiwillig und sicher ausgestalten‘ (BT-Drs. 19/18943).“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/gemeinwohlorientierter-gesundheitsdatenschutz-statt-spahns-mogelpackung/
Kosten der Krise nicht allein auf Beschäftigte abwälzen,26. Mai 2020,Klaus Ernst,Pressemitteilung,"„Mit ihrer Forderung, den Mindestlohn abzusenken und die Arbeitszeiten für abhängig Beschäftigte zu erhöhen, verlassen die Wirtschaftspolitiker der Union den sozialen Grundkonsens zur Bewältigung der Corona-Krise. Dieser ungeheuerliche und absurde Vorschlag würde die Lasten einseitig auf die abhängig Beschäftigten abwälzen. Ich erwarte umgehend eine Klarstellung der Bundeskanzlerin“, kommentiert Klaus Ernst, wirtschaftspolitischer Sprecher der Fraktion DIE LINKE und Vorsitzender des Ausschusses für Wirtschaft und Energie im Deutschen Bundestag, Presseberichte über ein „Wachstumsprogramm für Deutschland“ aus der Unionsfraktion. Ernst weiter:„Im Gegenteil brauchen wir jetzt ein ambitioniertes sozial-ökologisches Konjunkturprogramm, das auch die Nachfrageseite stärkt. Das heißt: eine deutliche Anhebung von Mindestlohn und Grundsicherung, die Erleichterung von flächendeckenden Tarifverträgen, die Einführung einer Grundrente und ein Verbot von Leiharbeit.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/kosten-der-krise-nicht-allein-auf-beschaeftigte-abwaelzen/
Freiheit für Banu Özdemir und alle politischen Gefangenen in der Türkei,26. Mai 2020,Sevim Dagdelen,Pressemitteilung,"„DIE LINKE fordert die sofortige Freilassung von Banu Özdemir aus türkischer Untersuchungshaft. Die Inhaftierung der CHP-Oppositionspolitikerin in Izmir offenbart die Willkürherrschaft der islamistischen AKP-Regierung unter Präsident Recep Tayyip Erdogan. Die Bundesregierung muss bei ihren Gesprächen mit der Türkei auf ein Ende der Verfolgung drängen“, erklärt Sevim Dagdelen, Außenpolitikerin der Fraktion DIE LINKE und Obfrau im Auswärtigen Ausschuss. Dagdelen weiter:„Es ist einfach nur grotesk, dass Banu Özdemir wegen der ‚öffentlichen Herabwürdigung religiöser Werte‘ der Prozess gemacht werden soll, allein weil sie Videos auf Twitter geteilt hat, die zeigen, wie aus mehreren Moschee-Lautsprechern in Izmir das italienische Partisanenlied ‚Bella Ciao‘ statt eines Muezzin-Aufrufs zum Gebet abgespielt wurde. Die Verfolgung der CHP-Kommunalpolitikerin ist ein weiteres Beispiel dafür, dass Meinungsfreiheit und Menschenrechte in Erdogans Unterdrückungsstaat nichts gelten und jegliche Opposition mundtot gemacht werden soll.DIE LINKE fordert die Freilassung aller politischen Gefangenen in der Türkei, darunter die Kölner Künstlerin Hozan Cane und Patrick K. aus Gießen sowie die früheren HDP-Vorsitzenden Selahattin Demirtas und Figen Yüksekdag. Die Kriminalisierung der demokratischen Opposition muss beendet werden.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/freiheit-fuer-banu-oezdemir-und-alle-politischen-gefangenen-in-der-tuerkei/
Mehr Freiräume für Kinder und Jugendliche,25. Mai 2020,Norbert Müller,Pressemitteilung,"„Der Kinderreport zeigt deutlich, wie wichtig Spiel- und Erfahrungsorte außerhalb der eigenen vier Wände und auch außerhalb der Schule für Kinder und Jugendliche sind“, erklärt Norbert Müller, kinder- und jugendpolitischer Sprecher der Fraktion DIE LINKE, mit Blick auf den heute vorgestellten Kinderreport 2020 des Deutschen Kinderhilfswerks. Norbert Müller weiter:„Ja, wir brauchen mehr Spielstraßen, mehr Tempo 30 und auch mehr offene Jugendarbeit. Vor allem aber brauchen wir Freiräume, in denen Kinder und Jugendliche auch wirken können. Unsere Städte und Dörfer sind immer verwalteter, kommerzialisierter und privater. Wir müssen Öffentlichkeit wieder erfahrbar und gestaltbar machen. Das betrifft im Übrigen auch die Interessen von Erwachsenen.Dass laut der Studie 69 Prozent der befragten Minderjährigen ihre Beteiligung in der Kommune als schlecht bis sehr schlecht bewerten, sollte jeder Stadt zu denken geben. Viel zu oft werden gerade Anregungen, die von jungen Leuten kommen, abgelehnt oder einfach ausgesessen, das ist sehr enttäuschend.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/mehr-freiraeume-fuer-kinder-und-jugendliche/
